samples	cluster	frac_cluster	max_frac	analysis_type	K
ECA640	F	0.802472	0.802472	DIVERGENT-MASKED	7
JU3224	F	1e-05	0.804267	DIVERGENT-MASKED	7
NIC272	F	1e-05	0.805682	DIVERGENT-MASKED	7
JU2141	F	1e-05	0.807577	DIVERGENT-MASKED	7
BRC20263	F	1e-05	0.808786	DIVERGENT-MASKED	7
JU2566	F	1e-05	0.80882	DIVERGENT-MASKED	7
NIC265	F	1e-05	0.808997	DIVERGENT-MASKED	7
JU3225	F	1e-05	0.809151	DIVERGENT-MASKED	7
QX1794	F	0.187386	0.812554	DIVERGENT-MASKED	7
ECA930	F	0.815559	0.815559	DIVERGENT-MASKED	7
JU397	F	1e-05	0.815614	DIVERGENT-MASKED	7
NIC528	F	1e-05	0.820254	DIVERGENT-MASKED	7
ECA928	F	0.824313	0.824313	DIVERGENT-MASKED	7
MY1	F	1e-05	0.82587	DIVERGENT-MASKED	7
CB4854	F	0.014547	0.826929	DIVERGENT-MASKED	7
JU1581	F	1e-05	0.83131	DIVERGENT-MASKED	7
QG2811	F	0.043035	0.835187	DIVERGENT-MASKED	7
NIC1119	F	1e-05	0.837694	DIVERGENT-MASKED	7
ECA701	F	1e-05	0.841681	DIVERGENT-MASKED	7
JU393	F	1e-05	0.844471	DIVERGENT-MASKED	7
JU2878	F	0.152728	0.847222	DIVERGENT-MASKED	7
JU2316	F	1e-05	0.848056	DIVERGENT-MASKED	7
JU2592	F	1e-05	0.84929	DIVERGENT-MASKED	7
NIC1107	F	1e-05	0.850536	DIVERGENT-MASKED	7
CX11315	F	0.852972	0.852972	DIVERGENT-MASKED	7
ECA710	F	0.1469	0.85305	DIVERGENT-MASKED	7
QG2855	F	1e-05	0.854199	DIVERGENT-MASKED	7
JU3169	F	1e-05	0.855087	DIVERGENT-MASKED	7
JU2106	F	1e-05	0.857183	DIVERGENT-MASKED	7
DL238	F	1e-05	0.859003	DIVERGENT-MASKED	7
MY2530	F	1e-05	0.861251	DIVERGENT-MASKED	7
ECA348	F	0.864943	0.864943	DIVERGENT-MASKED	7
QX1793	F	0.043852	0.870434	DIVERGENT-MASKED	7
ECA743	F	0.100493	0.873226	DIVERGENT-MASKED	7
ECA703	F	1e-05	0.877194	DIVERGENT-MASKED	7
QG2854	F	1e-05	0.877221	DIVERGENT-MASKED	7
JU2522	F	1e-05	0.877734	DIVERGENT-MASKED	7
QG2874	F	1e-05	0.879533	DIVERGENT-MASKED	7
QG2873	F	1e-05	0.881568	DIVERGENT-MASKED	7
JU1666	F	1e-05	0.881891	DIVERGENT-MASKED	7
CB4855	F	0.888884	0.888884	DIVERGENT-MASKED	7
QG2824	F	1e-05	0.891611	DIVERGENT-MASKED	7
QG2857	F	1e-05	0.901027	DIVERGENT-MASKED	7
PS2025	F	0.901046	0.901046	DIVERGENT-MASKED	7
MY23	F	0.097599	0.902351	DIVERGENT-MASKED	7
NIC260	F	1e-05	0.903024	DIVERGENT-MASKED	7
JU3291	F	1e-05	0.90306	DIVERGENT-MASKED	7
QG536	F	0.09017	0.905055	DIVERGENT-MASKED	7
QG2825	F	1e-05	0.905789	DIVERGENT-MASKED	7
JU3282	F	1e-05	0.908187	DIVERGENT-MASKED	7
MY2693	F	0.090203	0.909747	DIVERGENT-MASKED	7
CB4856	F	1e-05	0.910772	DIVERGENT-MASKED	7
JU2526	F	1e-05	0.913893	DIVERGENT-MASKED	7
ECA705	F	0.085848	0.914102	DIVERGENT-MASKED	7
NIC231	F	1e-05	0.917391	DIVERGENT-MASKED	7
ECA593	F	0.080164	0.919786	DIVERGENT-MASKED	7
JU311	F	1e-05	0.924852	DIVERGENT-MASKED	7
QG2823	F	1e-05	0.92501	DIVERGENT-MASKED	7
QG557	F	0.929622	0.929622	DIVERGENT-MASKED	7
QX1233	F	0.929995	0.929995	DIVERGENT-MASKED	7
ECA724	F	0.067125	0.932825	DIVERGENT-MASKED	7
JU1934	F	1e-05	0.934326	DIVERGENT-MASKED	7
JU2575	F	1e-05	0.93782	DIVERGENT-MASKED	7
JU3135	F	1e-05	0.939216	DIVERGENT-MASKED	7
WN2066	F	1e-05	0.942176	DIVERGENT-MASKED	7
JU1543	F	1e-05	0.944342	DIVERGENT-MASKED	7
XZ1516	F	1e-05	0.947579	DIVERGENT-MASKED	7
ECA706	F	1e-05	0.956274	DIVERGENT-MASKED	7
JU367	F	1e-05	0.958263	DIVERGENT-MASKED	7
JU1200	F	1e-05	0.964832	DIVERGENT-MASKED	7
CB4857	F	0.967772	0.967772	DIVERGENT-MASKED	7
JU1580	F	1e-05	0.97107	DIVERGENT-MASKED	7
ED3073	F	1e-05	0.973754	DIVERGENT-MASKED	7
JU2578	F	1e-05	0.981952	DIVERGENT-MASKED	7
JU1586	F	1e-05	0.982715	DIVERGENT-MASKED	7
GXW1	F	1e-05	0.983511	DIVERGENT-MASKED	7
ECA732	F	1e-05	0.991387	DIVERGENT-MASKED	7
XZ2019	F	1e-05	0.991599	DIVERGENT-MASKED	7
ED3077	F	1e-05	0.997003	DIVERGENT-MASKED	7
ECA740	F	1e-05	0.999925	DIVERGENT-MASKED	7
JU394	F	1.5e-05	0.999929	DIVERGENT-MASKED	7
JU2565	F	1e-05	0.99993	DIVERGENT-MASKED	7
MY2585	F	1.8e-05	0.999932	DIVERGENT-MASKED	7
ECA733	F	1e-05	0.999934	DIVERGENT-MASKED	7
ECA723	F	1e-05	0.999935	DIVERGENT-MASKED	7
JU1568	F	1e-05	0.999935	DIVERGENT-MASKED	7
JU2466	F	1e-05	0.999935	DIVERGENT-MASKED	7
ECA347	F	1e-05	0.999935	DIVERGENT-MASKED	7
ECA746	F	1e-05	0.999937	DIVERGENT-MASKED	7
ECA760	F	1e-05	0.999937	DIVERGENT-MASKED	7
CB4851	F	1e-05	0.999938	DIVERGENT-MASKED	7
QG2843	F	1e-05	0.999939	DIVERGENT-MASKED	7
RC301	F	1.1e-05	0.999939	DIVERGENT-MASKED	7
JU2825	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU1793	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU3140	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU1213	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC256	F	1e-05	0.99994	DIVERGENT-MASKED	7
MY679	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA744	F	1e-05	0.99994	DIVERGENT-MASKED	7
QG2818	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC258	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA777	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA712	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC262	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU775	F	1e-05	0.99994	DIVERGENT-MASKED	7
QG2850	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU406	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU3132	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA191	F	1e-05	0.99994	DIVERGENT-MASKED	7
LSJ1	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA768	F	1e-05	0.99994	DIVERGENT-MASKED	7
QX1211	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU792	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU2250	F	1e-05	0.99994	DIVERGENT-MASKED	7
ED3012	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU1088	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA252	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA807	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA778	F	1e-05	0.99994	DIVERGENT-MASKED	7
CB4858	F	0.99994	0.99994	DIVERGENT-MASKED	7
JU1896	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU2866	F	0.99994	0.99994	DIVERGENT-MASKED	7
JU2610	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU3226	F	1e-05	0.99994	DIVERGENT-MASKED	7
ED3048	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA349	F	0.99994	0.99994	DIVERGENT-MASKED	7
CX11314	F	0.99994	0.99994	DIVERGENT-MASKED	7
BRC20067	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC271	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA36	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA742	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA730	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU2519	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU2257	F	1e-05	0.99994	DIVERGENT-MASKED	7
CX11262	F	0.99994	0.99994	DIVERGENT-MASKED	7
JU2570	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA741	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC261	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA363	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU1249	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA722	F	1e-05	0.99994	DIVERGENT-MASKED	7
NIC501	F	1e-05	0.99994	DIVERGENT-MASKED	7
JU1242	F	1e-05	0.99994	DIVERGENT-MASKED	7
N2	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA745	F	1e-05	0.99994	DIVERGENT-MASKED	7
PB306	F	0.99994	0.99994	DIVERGENT-MASKED	7
JU2600	F	1e-05	0.99994	DIVERGENT-MASKED	7
MY2713	F	1e-05	0.99994	DIVERGENT-MASKED	7
XZ1514	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA812	F	1e-05	0.99994	DIVERGENT-MASKED	7
QX1212	F	0.99994	0.99994	DIVERGENT-MASKED	7
QG2932	F	1e-05	0.99994	DIVERGENT-MASKED	7
ECA396	F	1e-05	0.99994	DIVERGENT-MASKED	7
CX11264	F	0.99994	0.99994	DIVERGENT-MASKED	7
WN2001	G	1e-05	0.316138	DIVERGENT-MASKED	7
JU2838	G	0.217832	0.355515	DIVERGENT-MASKED	7
JU3127	G	1e-05	0.356598	DIVERGENT-MASKED	7
JU3137	G	0.045509	0.357219	DIVERGENT-MASKED	7
NIC522	G	1e-05	0.35761	DIVERGENT-MASKED	7
JU2581	G	0.248839	0.365478	DIVERGENT-MASKED	7
JU2906	G	1e-05	0.369087	DIVERGENT-MASKED	7
JU1808	G	1e-05	0.376498	DIVERGENT-MASKED	7
ED3017	G	1e-05	0.384718	DIVERGENT-MASKED	7
JU2478	G	1e-05	0.402003	DIVERGENT-MASKED	7
QG2075	G	1e-05	0.40384	DIVERGENT-MASKED	7
JU2017	G	0.195352	0.406976	DIVERGENT-MASKED	7
QG2846	G	0.3441	0.420805	DIVERGENT-MASKED	7
XZ1515	G	0.420995	0.420997	DIVERGENT-MASKED	7
WN2002	G	1e-05	0.425382	DIVERGENT-MASKED	7
EG4724	G	1e-05	0.428429	DIVERGENT-MASKED	7
WN2064	G	1e-05	0.437898	DIVERGENT-MASKED	7
JU1400	G	1e-05	0.44025	DIVERGENT-MASKED	7
NIC526	G	1e-05	0.441169	DIVERGENT-MASKED	7
MY2741	G	1e-05	0.44423	DIVERGENT-MASKED	7
JT11398	G	1e-05	0.459114	DIVERGENT-MASKED	7
NIC236	G	1e-05	0.46066	DIVERGENT-MASKED	7
JU1491	G	1e-05	0.461653	DIVERGENT-MASKED	7
XZ2020	G	0.153859	0.468637	DIVERGENT-MASKED	7
NIC255	G	1e-05	0.470255	DIVERGENT-MASKED	7
JU3128	G	1e-05	0.475446	DIVERGENT-MASKED	7
EG4946	G	1e-05	0.475765	DIVERGENT-MASKED	7
JU2587	G	1e-05	0.476155	DIVERGENT-MASKED	7
JU1652	G	1e-05	0.477004	DIVERGENT-MASKED	7
NIC166	G	1e-05	0.47922	DIVERGENT-MASKED	7
NIC268	G	0.483491	0.483491	DIVERGENT-MASKED	7
XZ1672	G	1e-05	0.485293	DIVERGENT-MASKED	7
JU2593	G	0.196468	0.488119	DIVERGENT-MASKED	7
NIC242	G	1e-05	0.489782	DIVERGENT-MASKED	7
EG4347	G	1e-05	0.496704	DIVERGENT-MASKED	7
JU561	G	1e-05	0.498089	DIVERGENT-MASKED	7
JU2862	G	1e-05	0.505485	DIVERGENT-MASKED	7
NIC514	G	1e-05	0.507286	DIVERGENT-MASKED	7
QG2832	G	1e-05	0.509207	DIVERGENT-MASKED	7
JU2841	G	0.0095	0.510847	DIVERGENT-MASKED	7
QG2875	G	1e-05	0.511749	DIVERGENT-MASKED	7
NIC513	G	1e-05	0.513004	DIVERGENT-MASKED	7
WN2063	G	1e-05	0.51363	DIVERGENT-MASKED	7
JU2001	G	0.177569	0.51375	DIVERGENT-MASKED	7
JU751	G	0.075472	0.514035	DIVERGENT-MASKED	7
PX179	G	1e-05	0.514092	DIVERGENT-MASKED	7
JU2800	G	1e-05	0.514277	DIVERGENT-MASKED	7
NIC511	G	1e-05	0.51452	DIVERGENT-MASKED	7
JU2829	G	0.201478	0.516273	DIVERGENT-MASKED	7
WN2033	G	1e-05	0.51975	DIVERGENT-MASKED	7
JU2534	G	1e-05	0.521287	DIVERGENT-MASKED	7
CX11271	G	1e-05	0.523515	DIVERGENT-MASKED	7
QX1791	G	0.523606	0.523606	DIVERGENT-MASKED	7
ECA592	G	0.523887	0.523887	DIVERGENT-MASKED	7
MY18	G	1e-05	0.525804	DIVERGENT-MASKED	7
JU2879	G	0.317377	0.53145	DIVERGENT-MASKED	7
NIC195	G	0.068313	0.533185	DIVERGENT-MASKED	7
NIC259	G	1e-05	0.533805	DIVERGENT-MASKED	7
NIC3	G	1e-05	0.536843	DIVERGENT-MASKED	7
JU847	G	1e-05	0.538793	DIVERGENT-MASKED	7
QG2827	G	0.055255	0.542084	DIVERGENT-MASKED	7
MY16	G	0.544155	0.544155	DIVERGENT-MASKED	7
ECA594	G	0.544163	0.544163	DIVERGENT-MASKED	7
NIC276	G	1e-05	0.548876	DIVERGENT-MASKED	7
MY2212	G	1e-05	0.552125	DIVERGENT-MASKED	7
JU360	G	1e-05	0.554385	DIVERGENT-MASKED	7
QW947	G	1e-05	0.554581	DIVERGENT-MASKED	7
JU3134	G	1e-05	0.554903	DIVERGENT-MASKED	7
JU323	G	1e-05	0.55535	DIVERGENT-MASKED	7
JU2811	G	0.168629	0.556369	DIVERGENT-MASKED	7
EG4349	G	1e-05	0.557879	DIVERGENT-MASKED	7
CB4852	G	1e-05	0.558043	DIVERGENT-MASKED	7
MY2147	G	1e-05	0.562558	DIVERGENT-MASKED	7
JU1440	G	1e-05	0.564788	DIVERGENT-MASKED	7
ECA923	G	0.104596	0.564954	DIVERGENT-MASKED	7
JU3125	G	1e-05	0.56545	DIVERGENT-MASKED	7
NIC515	G	1e-05	0.565985	DIVERGENT-MASKED	7
NIC207	G	1e-05	0.567045	DIVERGENT-MASKED	7
NIC1	G	1e-05	0.570645	DIVERGENT-MASKED	7
LKC34	G	1e-05	0.572006	DIVERGENT-MASKED	7
ED3011	G	1e-05	0.574734	DIVERGENT-MASKED	7
JU3141	G	1e-05	0.577116	DIVERGENT-MASKED	7
NIC266	G	1e-05	0.579601	DIVERGENT-MASKED	7
QG2836	G	1e-05	0.580104	DIVERGENT-MASKED	7
CX11307	G	1e-05	0.585105	DIVERGENT-MASKED	7
MY920	G	1e-05	0.585731	DIVERGENT-MASKED	7
JU3280	G	1e-05	0.596951	DIVERGENT-MASKED	7
MY795	G	1e-05	0.597973	DIVERGENT-MASKED	7
NIC2	G	1e-05	0.601833	DIVERGENT-MASKED	7
CX11254	G	1e-05	0.602236	DIVERGENT-MASKED	7
XZ1735	G	1e-05	0.603678	DIVERGENT-MASKED	7
MY2453	G	1e-05	0.606236	DIVERGENT-MASKED	7
JU2586	G	1e-05	0.607076	DIVERGENT-MASKED	7
JU310	G	1e-05	0.609828	DIVERGENT-MASKED	7
QG2837	G	1e-05	0.610037	DIVERGENT-MASKED	7
NIC1049	G	1e-05	0.610122	DIVERGENT-MASKED	7
CX11276	G	1e-05	0.610434	DIVERGENT-MASKED	7
JU1395	G	1e-05	0.6112	DIVERGENT-MASKED	7
CB4932	G	1e-05	0.612641	DIVERGENT-MASKED	7
QG2841	G	0.085108	0.614007	DIVERGENT-MASKED	7
JU1530	G	1e-05	0.615248	DIVERGENT-MASKED	7
XZ2018	G	1e-05	0.615815	DIVERGENT-MASKED	7
NIC523	G	0.173078	0.616798	DIVERGENT-MASKED	7
KR314	G	1e-05	0.620177	DIVERGENT-MASKED	7
JU3167	G	1e-05	0.621777	DIVERGENT-MASKED	7
QG2828	G	0.040586	0.62192	DIVERGENT-MASKED	7
NIC274	G	1e-05	0.627378	DIVERGENT-MASKED	7
WN2050	G	0.002848	0.628191	DIVERGENT-MASKED	7
QX1792	G	0.636716	0.636716	DIVERGENT-MASKED	7
NIC199	G	1e-05	0.639629	DIVERGENT-MASKED	7
CB4853	G	1e-05	0.645091	DIVERGENT-MASKED	7
JU3144	G	1e-05	0.645997	DIVERGENT-MASKED	7
JU3166	G	1e-05	0.646464	DIVERGENT-MASKED	7
JU2907	G	1e-05	0.652416	DIVERGENT-MASKED	7
JU2007	G	1e-05	0.656073	DIVERGENT-MASKED	7
NIC275	G	1e-05	0.663544	DIVERGENT-MASKED	7
MY2573	G	1e-05	0.664222	DIVERGENT-MASKED	7
JU778	G	0.041542	0.665425	DIVERGENT-MASKED	7
EG4725	G	1e-05	0.666669	DIVERGENT-MASKED	7
ECA369	G	0.666744	0.666744	DIVERGENT-MASKED	7
JU642	G	1e-05	0.672215	DIVERGENT-MASKED	7
JU2853	G	1e-05	0.672661	DIVERGENT-MASKED	7
JU346	G	1e-05	0.678126	DIVERGENT-MASKED	7
JU1409	G	1e-05	0.680073	DIVERGENT-MASKED	7
JU774	G	1e-05	0.682334	DIVERGENT-MASKED	7
DL200	G	1e-05	0.6882	DIVERGENT-MASKED	7
NIC267	G	1e-05	0.689782	DIVERGENT-MASKED	7
JU1212	G	0.00092	0.69343	DIVERGENT-MASKED	7
JU3228	G	0.030044	0.695011	DIVERGENT-MASKED	7
MY10	G	1e-05	0.696925	DIVERGENT-MASKED	7
NIC277	G	1e-05	0.697431	DIVERGENT-MASKED	7
NIC251	G	0.026676	0.698823	DIVERGENT-MASKED	7
XZ1513	G	0.69985	0.69985	DIVERGENT-MASKED	7
JU1792	G	1e-05	0.700801	DIVERGENT-MASKED	7
NIC529	G	1e-05	0.702866	DIVERGENT-MASKED	7
ECA738	G	0.705364	0.705364	DIVERGENT-MASKED	7
JU2619	G	1e-05	0.705835	DIVERGENT-MASKED	7
NIC527	G	1e-05	0.707883	DIVERGENT-MASKED	7
JU2572	G	1e-05	0.709282	DIVERGENT-MASKED	7
AB1	G	1e-05	0.71116	DIVERGENT-MASKED	7
JU2234	G	1e-05	0.713909	DIVERGENT-MASKED	7
QG2835	G	0.009218	0.714269	DIVERGENT-MASKED	7
DL226	G	1e-05	0.715354	DIVERGENT-MASKED	7
CX11292	G	1e-05	0.72013	DIVERGENT-MASKED	7
ED3052	G	1e-05	0.720159	DIVERGENT-MASKED	7
JU2576	G	0.088651	0.721447	DIVERGENT-MASKED	7
QG2877	G	1e-05	0.723896	DIVERGENT-MASKED	7
JU1172	G	1e-05	0.732512	DIVERGENT-MASKED	7
XZ1734	G	1e-05	0.733853	DIVERGENT-MASKED	7
ECA372	G	0.735053	0.735053	DIVERGENT-MASKED	7
CX11285	G	1e-05	0.737331	DIVERGENT-MASKED	7
JU258	G	1e-05	0.74124	DIVERGENT-MASKED	7
JU2016	G	1e-05	0.743499	DIVERGENT-MASKED	7
JU830	G	1e-05	0.75007	DIVERGENT-MASKED	7
XZ1756	G	1e-05	0.753047	DIVERGENT-MASKED	7
ED3040	G	1e-05	0.757846	DIVERGENT-MASKED	7
JU782	G	1e-05	0.758995	DIVERGENT-MASKED	7
QG556	G	0.236832	0.763118	DIVERGENT-MASKED	7
NIC269	G	1e-05	0.768846	DIVERGENT-MASKED	7
MY2535	G	1e-05	0.768966	DIVERGENT-MASKED	7
ED3046	G	1e-05	0.770307	DIVERGENT-MASKED	7
QG2813	G	1e-05	0.772426	DIVERGENT-MASKED	7
ECA189	G	0.774185	0.774185	DIVERGENT-MASKED	7
JU440	G	1e-05	0.77517	DIVERGENT-MASKED	7
ED3049	G	1e-05	0.775905	DIVERGENT-MASKED	7
PB303	G	1e-05	0.775911	DIVERGENT-MASKED	7
MY772	G	1e-05	0.776101	DIVERGENT-MASKED	7
JU2513	G	1e-05	0.77619	DIVERGENT-MASKED	7
JU2464	G	1e-05	0.780388	DIVERGENT-MASKED	7
QG2838	G	0.184141	0.780637	DIVERGENT-MASKED	7
JU1246	G	1e-05	0.781163	DIVERGENT-MASKED	7
NIC252	G	1e-05	0.794233	DIVERGENT-MASKED	7
JU2131	G	1e-05	0.795231	DIVERGENT-MASKED	7
MY518	G	1e-05	0.795354	DIVERGENT-MASKED	7
ED3005	G	1e-05	0.798051	DIVERGENT-MASKED	7
ECA640	G	1e-05	0.802472	DIVERGENT-MASKED	7
JU3224	G	0.100046	0.804267	DIVERGENT-MASKED	7
NIC272	G	1e-05	0.805682	DIVERGENT-MASKED	7
JU2141	G	1e-05	0.807577	DIVERGENT-MASKED	7
BRC20263	G	0.088111	0.808786	DIVERGENT-MASKED	7
JU2566	G	1e-05	0.80882	DIVERGENT-MASKED	7
NIC265	G	1e-05	0.808997	DIVERGENT-MASKED	7
JU3225	G	1e-05	0.809151	DIVERGENT-MASKED	7
QX1794	G	0.812554	0.812554	DIVERGENT-MASKED	7
ECA930	G	1e-05	0.815559	DIVERGENT-MASKED	7
JU397	G	1e-05	0.815614	DIVERGENT-MASKED	7
NIC528	G	1e-05	0.820254	DIVERGENT-MASKED	7
ECA928	G	0.08777	0.824313	DIVERGENT-MASKED	7
MY1	G	1e-05	0.82587	DIVERGENT-MASKED	7
CB4854	G	0.03734	0.826929	DIVERGENT-MASKED	7
JU1581	G	1e-05	0.83131	DIVERGENT-MASKED	7
QG2811	G	1e-05	0.835187	DIVERGENT-MASKED	7
NIC1119	G	1e-05	0.837694	DIVERGENT-MASKED	7
ECA701	G	0.082521	0.841681	DIVERGENT-MASKED	7
JU393	G	1e-05	0.844471	DIVERGENT-MASKED	7
JU2878	G	1e-05	0.847222	DIVERGENT-MASKED	7
JU2316	G	1e-05	0.848056	DIVERGENT-MASKED	7
JU2592	G	1e-05	0.84929	DIVERGENT-MASKED	7
NIC1107	G	1e-05	0.850536	DIVERGENT-MASKED	7
CX11315	G	1e-05	0.852972	DIVERGENT-MASKED	7
ECA710	G	0.85305	0.85305	DIVERGENT-MASKED	7
QG2855	G	1e-05	0.854199	DIVERGENT-MASKED	7
JU3169	G	1e-05	0.855087	DIVERGENT-MASKED	7
JU2106	G	1e-05	0.857183	DIVERGENT-MASKED	7
DL238	G	0.859003	0.859003	DIVERGENT-MASKED	7
MY2530	G	1e-05	0.861251	DIVERGENT-MASKED	7
ECA348	G	0.135007	0.864943	DIVERGENT-MASKED	7
QX1793	G	0.870434	0.870434	DIVERGENT-MASKED	7
ECA743	G	0.873226	0.873226	DIVERGENT-MASKED	7
ECA703	G	0.877194	0.877194	DIVERGENT-MASKED	7
QG2854	G	1e-05	0.877221	DIVERGENT-MASKED	7
JU2522	G	1e-05	0.877734	DIVERGENT-MASKED	7
QG2874	G	1e-05	0.879533	DIVERGENT-MASKED	7
QG2873	G	1e-05	0.881568	DIVERGENT-MASKED	7
JU1666	G	1e-05	0.881891	DIVERGENT-MASKED	7
CB4855	G	1e-05	0.888884	DIVERGENT-MASKED	7
QG2824	G	1e-05	0.891611	DIVERGENT-MASKED	7
QG2857	G	1e-05	0.901027	DIVERGENT-MASKED	7
PS2025	G	0.098904	0.901046	DIVERGENT-MASKED	7
MY23	G	0.902351	0.902351	DIVERGENT-MASKED	7
NIC260	G	1e-05	0.903024	DIVERGENT-MASKED	7
JU3291	G	1e-05	0.90306	DIVERGENT-MASKED	7
QG536	G	1e-05	0.905055	DIVERGENT-MASKED	7
QG2825	G	1e-05	0.905789	DIVERGENT-MASKED	7
JU3282	G	1e-05	0.908187	DIVERGENT-MASKED	7
MY2693	G	1e-05	0.909747	DIVERGENT-MASKED	7
CB4856	G	0.910772	0.910772	DIVERGENT-MASKED	7
JU2526	G	1e-05	0.913893	DIVERGENT-MASKED	7
ECA705	G	0.914102	0.914102	DIVERGENT-MASKED	7
NIC231	G	0.033768	0.917391	DIVERGENT-MASKED	7
ECA593	G	0.919786	0.919786	DIVERGENT-MASKED	7
JU311	G	1e-05	0.924852	DIVERGENT-MASKED	7
QG2823	G	1e-05	0.92501	DIVERGENT-MASKED	7
QG557	G	0.070328	0.929622	DIVERGENT-MASKED	7
QX1233	G	1e-05	0.929995	DIVERGENT-MASKED	7
ECA724	G	1e-05	0.932825	DIVERGENT-MASKED	7
JU1934	G	1e-05	0.934326	DIVERGENT-MASKED	7
JU2575	G	1e-05	0.93782	DIVERGENT-MASKED	7
JU3135	G	1e-05	0.939216	DIVERGENT-MASKED	7
WN2066	G	1e-05	0.942176	DIVERGENT-MASKED	7
JU1543	G	1e-05	0.944342	DIVERGENT-MASKED	7
XZ1516	G	1e-05	0.947579	DIVERGENT-MASKED	7
ECA706	G	0.956274	0.956274	DIVERGENT-MASKED	7
JU367	G	1e-05	0.958263	DIVERGENT-MASKED	7
JU1200	G	1e-05	0.964832	DIVERGENT-MASKED	7
CB4857	G	1e-05	0.967772	DIVERGENT-MASKED	7
JU1580	G	1e-05	0.97107	DIVERGENT-MASKED	7
ED3073	G	1e-05	0.973754	DIVERGENT-MASKED	7
JU2578	G	1e-05	0.981952	DIVERGENT-MASKED	7
JU1586	G	1e-05	0.982715	DIVERGENT-MASKED	7
GXW1	G	1e-05	0.983511	DIVERGENT-MASKED	7
ECA732	G	0.991387	0.991387	DIVERGENT-MASKED	7
XZ2019	G	0.991599	0.991599	DIVERGENT-MASKED	7
ED3077	G	1e-05	0.997003	DIVERGENT-MASKED	7
ECA740	G	1e-05	0.999925	DIVERGENT-MASKED	7
JU394	G	1e-05	0.999929	DIVERGENT-MASKED	7
JU2565	G	1e-05	0.99993	DIVERGENT-MASKED	7
MY2585	G	1e-05	0.999932	DIVERGENT-MASKED	7
ECA733	G	0.999934	0.999934	DIVERGENT-MASKED	7
ECA723	G	1e-05	0.999935	DIVERGENT-MASKED	7
JU1568	G	1e-05	0.999935	DIVERGENT-MASKED	7
JU2466	G	1e-05	0.999935	DIVERGENT-MASKED	7
ECA347	G	1e-05	0.999935	DIVERGENT-MASKED	7
ECA746	G	1e-05	0.999937	DIVERGENT-MASKED	7
ECA760	G	0.999937	0.999937	DIVERGENT-MASKED	7
CB4851	G	1e-05	0.999938	DIVERGENT-MASKED	7
QG2843	G	1e-05	0.999939	DIVERGENT-MASKED	7
RC301	G	1e-05	0.999939	DIVERGENT-MASKED	7
JU2825	G	1e-05	0.99994	DIVERGENT-MASKED	7
JU1793	G	1e-05	0.99994	DIVERGENT-MASKED	7
JU3140	G	1e-05	0.99994	DIVERGENT-MASKED	7
JU1213	G	1e-05	0.99994	DIVERGENT-MASKED	7
NIC256	G	1e-05	0.99994	DIVERGENT-MASKED	7
MY679	G	1e-05	0.99994	DIVERGENT-MASKED	7
ECA744	G	1e-05	0.99994	DIVERGENT-MASKED	7
QG2818	G	1e-05	0.99994	DIVERGENT-MASKED	7
NIC258	G	1e-05	0.99994	DIVERGENT-MASKED	7
ECA777	G	0.99994	0.99994	DIVERGENT-MASKED	7
ECA712	G	0.99994	0.99994	DIVERGENT-MASKED	7
NIC262	G	1e-05	0.99994	DIVERGENT-MASKED	7
JU775	G	1e-05	0.99994	DIVERGENT-MASKED	7
QG2850	G	1e-05	0.99994	DIVERGENT-MASKED	7
